"","workerId","chain","generation","level","arrayTraining","encodingCorrected","nounsUser","prepsUser","seenInTraining"
"1191","A15","D",4,3,"[3,[0,[[1,1]]]]","vtrmktk","rksv","tm","false"
"1192","A15","D",4,3,"[0,[[3,[2]],[2]]]","rtvmsms","rksv","tm","false"
"1193","A15","D",4,3,"[[0,[1,2]],[3]]","rtktsmv","rksv","tm","false"
"1194","A15","D",4,3,"[[[2,[1]],[3]],[2]]","smkmvms","rksv","tm","false"
"1195","A15","D",4,3,"[3,[[3,[0,[3]]]]]","vmvtrmv","rksv","tm","false"
"1196","A15","D",4,3,"[[0,[2,[0]]],[1]]","rtsmrmk","rksv","tm","false"
"1197","A15","D",4,3,"[1,[[[0,1],[3]]]]","kmrtkmv","rksv","tm","false"
"1198","A15","D",4,3,"[[[1,3],1],1]","ktvtktk","rksv","tm","false"
"1199","A15","D",4,3,"[[[1,1],2],1]","ktktstk","rksv","tm","false"
"1240","A16","H",9,0,"0","s","stkv","mr","true"
"1241","A16","H",9,0,"1","t","stkv","mr","true"
"1242","A16","H",9,0,"2","k","stkv","mr","true"
"1243","A16","H",9,0,"3","v","stkv","mr","true"
"1244","A16","H",9,1,"[1,3]","trv","stkv","mr","true"
"1245","A16","H",9,1,"[1,[1]]","tmt","stkv","mr","true"
"1246","A16","H",9,1,"[2,3]","krv","stkv","mr","true"
"1247","A16","H",9,1,"[0,2]","srk","stkv","mr","true"
"1248","A16","H",9,1,"[1,2]","trk","stkv","mr","true"
"1249","A16","H",9,1,"[1,[3]]","tmv","stkv","mr","true"
"1250","A16","H",9,1,"[2,[0]]","kms","stkv","mr","true"
"1251","A16","H",9,1,"[3,[2]]","vmk","stkv","mr","true"
"1252","A16","H",9,1,"[2,0]","krs","stkv","mr","false"
"1253","A16","H",9,1,"[0,1]","srt","stkv","mr","false"
"1254","A16","H",9,1,"[2,[2]]","kmk","stkv","mr","false"
"1255","A16","H",9,1,"[2,2]","krk","stkv","mr","false"
"1256","A16","H",9,2,"[[1,[2]],0]","tmkrs","stkv","mr","true"
"1257","A16","H",9,2,"[[3,[2]],1]","vmkrt","stkv","mr","true"
"1258","A16","H",9,2,"[0,[[1,[3]]]]","smtmv","stkv","mr","true"
"1259","A16","H",9,2,"[[1,3],2]","trvrk","stkv","mr","true"
"1260","A16","H",9,2,"[1,[[0,[2]]]]","tmsmk","stkv","mr","true"
"1261","A16","H",9,2,"[1,[3,[0]]]","trvms","stkv","mr","true"
"1262","A16","H",9,2,"[[0,[0]],1]","smsrt","stkv","mr","true"
"1263","A16","H",9,2,"[[1,1],[3]]","trtmv","stkv","mr","true"
"1264","A16","H",9,2,"[1,[2,[2]]]","trkmk","stkv","mr","false"
"1265","A16","H",9,2,"[3,[[0,[0]]]]","vmsms","stkv","mr","false"
"1266","A16","H",9,2,"[[3,[3]],[2]]","vmvmk","stkv","mr","false"
"1267","A16","H",9,2,"[1,[3,3]]","trvrv","stkv","mr","false"
"1268","A16","H",9,3,"[0,[[[2,[1]],0]]]","smkmtrs","stkv","mr","false"
"1269","A16","H",9,3,"[2,[[2,[1,[3]]]]]","kmkrtmv","stkv","mr","false"
"1270","A16","H",9,3,"[0,[[0,1],[1]]]","srsrtmt","stkv","mr","false"
"1271","A16","H",9,3,"[3,[0,[[1,1]]]]","vrsmtrt","stkv","mr","false"
"1272","A16","H",9,3,"[0,[[3,[2]],[2]]]","srvmkmk","stkv","mr","false"
"1273","A16","H",9,3,"[[0,[1,2]],[3]]","srtrkmv","stkv","mr","false"
"1274","A16","H",9,3,"[[[2,[1]],[3]],[2]]","kmtmvmk","stkv","mr","false"
"1275","A16","H",9,3,"[3,[[3,[0,[3]]]]]","vmvrsmv","stkv","mr","false"
"1276","A16","H",9,3,"[[0,[2,[0]]],[1]]","srkmsmt","stkv","mr","false"
"1277","A16","H",9,3,"[1,[[[0,1],[3]]]]","tmsrtmv","stkv","mr","false"
"1278","A16","H",9,3,"[[[1,3],1],1]","trvrtrt","stkv","mr","false"
"1279","A16","H",9,3,"[[[1,1],2],1]","trtrkrt","stkv","mr","false"
"1320","A17","J",8,0,"0","k","ktsm","vr","true"
"1321","A17","J",8,0,"1","t","ktsm","vr","true"
"1322","A17","J",8,0,"2","s","ktsm","vr","true"
"1323","A17","J",8,0,"3","m","ktsm","vr","true"
"1324","A17","J",8,1,"[1,3]","tmv","ktsm","vr","true"
"1325","A17","J",8,1,"[1,[1]]","rtt","ktsm","vr","true"
"1326","A17","J",8,1,"[2,3]","svm","ktsm","vr","true"
"1327","A17","J",8,1,"[0,2]","kvs","ktsm","vr","true"
"1328","A17","J",8,1,"[1,2]","tvs","ktsm","vr","true"
"1329","A17","J",8,1,"[1,[3]]","rtm","ktsm","vr","true"
"1330","A17","J",8,1,"[2,[0]]","rsk","ktsm","vr","true"
"1331","A17","J",8,1,"[3,[2]]","rms","ktsm","vr","true"
"1332","A17","J",8,1,"[2,0]","svk","ktsm","vr","false"
"1333","A17","J",8,1,"[0,1]","kvt","ktsm","vr","false"
"1334","A17","J",8,1,"[2,[2]]","rss","ktsm","vr","false"
"1335","A17","J",8,1,"[2,2]","svs","ktsm","vr","false"
"1336","A17","J",8,2,"[[1,[2]],0]","rtsvk","ktsm","vr","true"
"1337","A17","J",8,2,"[[3,[2]],1]","rmsvt","ktsm","vr","true"
"1338","A17","J",8,2,"[0,[[1,[3]]]]","rkktm","ktsm","vr","true"
"1339","A17","J",8,2,"[[1,3],2]","tvmss","ktsm","vr","true"
"1340","A17","J",8,2,"[1,[[0,[2]]]]","rttks","ktsm","vr","true"
"1341","A17","J",8,2,"[1,[3,[0]]]","tvrmk","ktsm","vr","true"
"1342","A17","J",8,2,"[[0,[0]],1]","rkkvt","ktsm","vr","true"
"1343","A17","J",8,2,"[[1,1],[3]]","tvtrm","ktsm","vr","true"
"1344","A17","J",8,2,"[1,[2,[2]]]","tvrss","ktsm","vr","false"
"1345","A17","J",8,2,"[3,[[0,[0]]]]","rmmkk","ktsm","vr","false"
"1346","A17","J",8,2,"[[3,[3]],[2]]","rmmss","ktsm","vr","false"
"1347","A17","J",8,2,"[1,[3,3]]","tvmvm","ktsm","vr","false"
"1348","A17","J",8,3,"[0,[[[2,[1]],0]]]","rkkvrst","ktsm","vr","false"
"1349","A17","J",8,3,"[2,[[2,[1,[3]]]]]","rssvtmm","ktsm","vr","false"
"1350","A17","J",8,3,"[0,[[0,1],[1]]]","kvrkvtt","ktsm","vr","false"
"1351","A17","J",8,3,"[3,[0,[[1,1]]]]","mvrktvt","ktsm","vr","false"
"1352","A17","J",8,3,"[0,[[3,[2]],[2]]]","kvrmsss","ktsm","vr","false"
"1353","A17","J",8,3,"[[0,[1,2]],[3]]","kvtvsrm","ktsm","vr","false"
"1354","A17","J",8,3,"[[[2,[1]],[3]],[2]]","rsstmss","ktsm","vr","false"
"1355","A17","J",8,3,"[3,[[3,[0,[3]]]]]","rmmvrkm","ktsm","vr","false"
"1356","A17","J",8,3,"[[0,[2,[0]]],[1]]","rkvrskt","ktsm","vr","false"
"1357","A17","J",8,3,"[1,[[[0,1],[3]]]]","rtkvtrm","ktsm","vr","false"
"1358","A17","J",8,3,"[[[1,3],1],1]","tvmvtvt","ktsm","vr","false"
"1359","A17","J",8,3,"[[[1,1],2],1]","tvtvsvt","ktsm","vr","false"
"1400","A18","D",5,0,"0","r","rtsv","km","true"
"1401","A18","D",5,0,"1","t","rtsv","km","true"
"1402","A18","D",5,0,"2","s","rtsv","km","true"
"1403","A18","D",5,0,"3","v","rtsv","km","true"
"1404","A18","D",5,1,"[1,3]","mtv","rtsv","km","true"
"1405","A18","D",5,1,"[1,[1]]","mtm","rtsv","km","true"
"1406","A18","D",5,1,"[2,3]","smk","rtsv","km","true"
"1407","A18","D",5,1,"[0,2]","mrm","rtsv","km","true"
"1408","A18","D",5,1,"[1,2]","mts","rtsv","km","true"
"1409","A18","D",5,1,"[1,[3]]","mtv","rtsv","km","true"
"1410","A18","D",5,1,"[2,[0]]","smr","rtsv","km","true"
"1411","A18","D",5,1,"[3,[2]]","vts","rtsv","km","true"
"1412","A18","D",5,1,"[2,0]","str","rtsv","km","false"
"1413","A18","D",5,1,"[0,1]","rtm","rtsv","km","false"
"1414","A18","D",5,1,"[2,[2]]","sts","rtsv","km","false"
"1415","A18","D",5,1,"[2,2]","sts","rtsv","km","false"
"1416","A18","D",5,2,"[[1,[2]],0]","mtstr","rtsv","km","true"
"1417","A18","D",5,2,"[[3,[2]],1]","vtstm","rtsv","km","true"
"1418","A18","D",5,2,"[0,[[1,[3]]]]","rtmtv","rtsv","km","true"
"1419","A18","D",5,2,"[[1,3],2]","mtvts","rtsv","km","true"
"1420","A18","D",5,2,"[1,[[0,[2]]]]","mtrts","rtsv","km","true"
"1421","A18","D",5,2,"[1,[3,[0]]]","rtktr","rtsv","km","true"
"1422","A18","D",5,2,"[[0,[0]],1]","rtrtm","rtsv","km","true"
"1423","A18","D",5,2,"[[1,1],[3]]","mtmtv","rtsv","km","true"
"1424","A18","D",5,2,"[1,[2,[2]]]","mtsss","rtsv","km","false"
"1425","A18","D",5,2,"[3,[[0,[0]]]]","vkrkr","rtsv","km","false"
"1426","A18","D",5,2,"[[3,[3]],[2]]","vkvks","rtsv","km","false"
"1427","A18","D",5,2,"[1,[3,3]]","mtvtv","rtsv","km","false"
"1428","A18","D",5,3,"[0,[[[2,[1]],0]]]","rkskmtr","rtsv","km","false"
"1429","A18","D",5,3,"[2,[[2,[1,[3]]]]]","skstmtv","rtsv","km","false"
"1430","A18","D",5,3,"[0,[[0,1],[1]]]","rtrtmkm","rtsv","km","false"
"1431","A18","D",5,3,"[3,[0,[[1,1]]]]","vtrkmtm","rtsv","km","false"
"1432","A18","D",5,3,"[0,[[3,[2]],[2]]]","rtvksks","rtsv","km","false"
"1433","A18","D",5,3,"[[0,[1,2]],[3]]","rtmtskv","rtsv","km","false"
"1434","A18","D",5,3,"[[[2,[1]],[3]],[2]]","skmkvks","rtsv","km","false"
"1435","A18","D",5,3,"[3,[[3,[0,[3]]]]]","vkvtrkv","rtsv","km","false"
"1436","A18","D",5,3,"[[0,[2,[0]]],[1]]","rtskrkm","rtsv","km","false"
"1437","A18","D",5,3,"[1,[[[0,1],[3]]]]","mkrtmkv","rtsv","km","false"
"1438","A18","D",5,3,"[[[1,3],1],1]","mtvtmtm","rtsv","km","false"
"1439","A18","D",5,3,"[[[1,1],2],1]","mtmtstm","rtsv","km","false"
"1480","A19","I",10,0,"0","t","tkrs","vm","true"
"1481","A19","I",10,0,"1","k","tkrs","vm","true"
"1482","A19","I",10,0,"2","r","tkrs","vm","true"
"1483","A19","I",10,0,"3","s","tkrs","vm","true"
"1484","A19","I",10,1,"[1,3]","ksm","tkrs","vm","true"
"1485","A19","I",10,1,"[1,[1]]","kkt","tkrs","vm","true"
"1486","A19","I",10,1,"[2,3]","rsm","tkrs","vm","true"
"1487","A19","I",10,1,"[0,2]","trm","tkrs","vm","true"
"1488","A19","I",10,1,"[1,2]","krm","tkrs","vm","true"
"1489","A19","I",10,1,"[1,[3]]","kst","tkrs","vm","true"
"1490","A19","I",10,1,"[2,[0]]","rvs","tkrs","vm","true"
"1491","A19","I",10,1,"[3,[2]]","srt","tkrs","vm","true"
"1492","A19","I",10,1,"[2,0]","rtm","tkrs","vm","false"
"1493","A19","I",10,1,"[0,1]","tkm","tkrs","vm","false"
"1494","A19","I",10,1,"[2,[2]]","rrt","tkrs","vm","false"
"1495","A19","I",10,1,"[2,2]","rrm","tkrs","vm","false"
"1496","A19","I",10,2,"[[1,[2]],0]","rktvm","tkrs","vm","true"
"1497","A19","I",10,2,"[[3,[2]],1]","rskvm","tkrs","vm","true"
"1498","A19","I",10,2,"[0,[[1,[3]]]]","tkssv","tkrs","vm","true"
"1499","A19","I",10,2,"[[1,3],2]","ksrmv","tkrs","vm","true"
"1500","A19","I",10,2,"[1,[[0,[2]]]]","ktrtt","tkrs","vm","true"
"1501","A19","I",10,2,"[1,[3,[0]]]","kstvm","tkrs","vm","true"
"1502","A19","I",10,2,"[[0,[0]],1]","ttkvm","tkrs","vm","true"
"1503","A19","I",10,2,"[[1,1],[3]]","kksvt","tkrs","vm","true"
"1504","A19","I",10,2,"[1,[2,[2]]]","krrvm","tkrs","vm","false"
"1505","A19","I",10,2,"[3,[[0,[0]]]]","sttvm","tkrs","vm","false"
"1506","A19","I",10,2,"[[3,[3]],[2]]","ssrvm","tkrs","vm","false"
"1507","A19","I",10,2,"[1,[3,3]]","kssvm","tkrs","vm","false"
"1508","A19","I",10,3,"[0,[[[2,[1]],0]]]","trktvms","tkrs","vm","false"
"1509","A19","I",10,3,"[2,[[2,[1,[3]]]]]","rrksvms","tkrs","vm","false"
"1510","A19","I",10,3,"[0,[[0,1],[1]]]","ttkkvrm","tkrs","vm","false"
"1511","A19","I",10,3,"[3,[0,[[1,1]]]]","stkkvrm","tkrs","vm","false"
"1512","A19","I",10,3,"[0,[[3,[2]],[2]]]","tskkvmt","tkrs","vm","false"
"1513","A19","I",10,3,"[[0,[1,2]],[3]]","ktrsvsm","tkrs","vm","false"
"1514","A19","I",10,3,"[[[2,[1]],[3]],[2]]","rksrvtm","tkrs","vm","false"
"1515","A19","I",10,3,"[3,[[3,[0,[3]]]]]","sstsvsm","tkrs","vm","false"
"1516","A19","I",10,3,"[[0,[2,[0]]],[1]]","trtkvkm","tkrs","vm","false"
"1517","A19","I",10,3,"[1,[[[0,1],[3]]]]","ktksvrm","tkrs","vm","false"
"1518","A19","I",10,3,"[[[1,3],1],1]","kskkvmk","tkrs","vm","false"
"1519","A19","I",10,3,"[[[1,1],2],1]","kkrkvkm","tkrs","vm","false"
"121","A2","B",2,0,"0","t","tvsk","mr","true"
"122","A2","B",2,0,"1","v","tvsk","mr","true"
"123","A2","B",2,0,"2","s","tvsk","mr","true"
"124","A2","B",2,0,"3","k","tvsk","mr","true"
"125","A2","B",2,1,"[1,3]","mvk","tvsk","mr","true"
"126","A2","B",2,1,"[1,[1]]","rvv","tvsk","mr","true"
"127","A2","B",2,1,"[2,3]","vkm","tvsk","mr","true"
"128","A2","B",2,1,"[0,2]","tsm","tvsk","mr","true"
"129","A2","B",2,1,"[1,2]","vsm","tvsk","mr","true"
"130","A2","B",2,1,"[1,[3]]","rvk","tvsk","mr","true"
"131","A2","B",2,1,"[2,[0]]","rst","tvsk","mr","true"
"132","A2","B",2,1,"[3,[2]]","rks","tvsk","mr","true"
"133","A2","B",2,1,"[2,0]","stm","tvsk","mr","false"
"134","A2","B",2,1,"[0,1]","tvm","tvsk","mr","false"
"135","A2","B",2,1,"[2,[2]]","rss","tvsk","mr","false"
"136","A2","B",2,1,"[2,2]","ssm","tvsk","mr","false"
"137","A2","B",2,2,"[[1,[2]],0]","rvstm","tvsk","mr","true"
"138","A2","B",2,2,"[[3,[2]],1]","rksvm","tvsk","mr","true"
"139","A2","B",2,2,"[0,[[1,[3]]]]","rtvrk","tvsk","mr","true"
"140","A2","B",2,2,"[[1,3],2]","mksmv","tvsk","mr","true"
"141","A2","B",2,2,"[1,[[0,[2]]]]","rvtrs","tvsk","mr","true"
"142","A2","B",2,2,"[1,[3,[0]]]","rvmkt","tvsk","mr","true"
"143","A2","B",2,2,"[[0,[0]],1]","rttvm","tvsk","mr","true"
"144","A2","B",2,2,"[[1,1],[3]]","mvvrk","tvsk","mr","true"
"145","A2","B",2,2,"[1,[2,[2]]]","mvrss","tvsk","mr","false"
"146","A2","B",2,2,"[3,[[0,[0]]]]","rrktt","tvsk","mr","false"
"147","A2","B",2,2,"[[3,[3]],[2]]","rkkrs","tvsk","mr","false"
"148","A2","B",2,2,"[1,[3,3]]","vkmkm","tvsk","mr","false"
"149","A2","B",2,3,"[0,[[[2,[1]],0]]]","rtrsvmt","tvsk","mr","false"
"150","A2","B",2,3,"[2,[[2,[1,[3]]]]]","rsmsrvk","tvsk","mr","false"
"151","A2","B",2,3,"[0,[[0,1],[1]]]","mtrmtkv","tvsk","mr","false"
"152","A2","B",2,3,"[3,[0,[[1,1]]]]","mkrtmvv","tvsk","mr","false"
"153","A2","B",2,3,"[0,[[3,[2]],[2]]]","mtrksrs","tvsk","mr","false"
"154","A2","B",2,3,"[[0,[1,2]],[3]]","rmtvmsk","tvsk","mr","false"
"155","A2","B",2,3,"[[[2,[1]],[3]],[2]]","rsvrkrs","tvsk","mr","false"
"156","A2","B",2,3,"[3,[[3,[0,[3]]]]]","rkmkrtk","tvsk","mr","false"
"157","A2","B",2,3,"[[0,[2,[0]]],[1]]","rmtrstv","tvsk","mr","false"
"158","A2","B",2,3,"[1,[[[0,1],[3]]]]","rvmtvrk","tvsk","mr","false"
"159","A2","B",2,3,"[[[1,3],1],1]","mvkmvmv","tvsk","mr","false"
"160","A2","B",2,3,"[[[1,1],2],1]","mvvmsmv","tvsk","mr","false"
"1560","A20","E",3,0,"0","k","kvsm","tr","true"
"1561","A20","E",3,0,"1","v","kvsm","tr","true"
"1562","A20","E",3,0,"2","s","kvsm","tr","true"
"1563","A20","E",3,0,"3","m","kvsm","tr","true"
"1564","A20","E",3,1,"[1,3]","vkm","kvsm","tr","true"
"1565","A20","E",3,1,"[1,[1]]","vtv","kvsm","tr","true"
"1566","A20","E",3,1,"[2,3]","skm","kvsm","tr","true"
"1567","A20","E",3,1,"[0,2]","kks","kvsm","tr","true"
"1568","A20","E",3,1,"[1,2]","vks","kvsm","tr","true"
"1569","A20","E",3,1,"[1,[3]]","ttm","kvsm","tr","true"
"1570","A20","E",3,1,"[2,[0]]","stk","kvsm","tr","true"
"1571","A20","E",3,1,"[3,[2]]","mts","kvsm","tr","true"
"1572","A20","E",3,1,"[2,0]","skk","kvsm","tr","false"
"1573","A20","E",3,1,"[0,1]","kkv","kvsm","tr","false"
"1574","A20","E",3,1,"[2,[2]]","sts","kvsm","tr","false"
"1575","A20","E",3,1,"[2,2]","sks","kvsm","tr","false"
"1576","A20","E",3,2,"[[1,[2]],0]","vrskk","kvsm","tr","true"
"1577","A20","E",3,2,"[[3,[2]],1]","mtsrv","kvsm","tr","true"
"1578","A20","E",3,2,"[0,[[1,[3]]]]","ktvtm","kvsm","tr","true"
"1579","A20","E",3,2,"[[1,3],2]","vkmks","kvsm","tr","true"
"1580","A20","E",3,2,"[1,[[0,[2]]]]","vtkts","kvsm","tr","true"
"1581","A20","E",3,2,"[1,[3,[0]]]","vrmtk","kvsm","tr","true"
"1582","A20","E",3,2,"[[0,[0]],1]","ktkrv","kvsm","tr","true"
"1583","A20","E",3,2,"[[1,1],[3]]","vkvrt","kvsm","tr","true"
"1584","A20","E",3,2,"[1,[2,[2]]]","vrsts","kvsm","tr","false"
"1585","A20","E",3,2,"[3,[[0,[0]]]]","mtktk","kvsm","tr","false"
"1586","A20","E",3,2,"[[3,[3]],[2]]","mtmts","kvsm","tr","false"
"1587","A20","E",3,2,"[1,[3,3]]","vkmkm","kvsm","tr","false"
"1588","A20","E",3,3,"[0,[[[2,[1]],0]]]","stvrktk","kvsm","tr","false"
"1589","A20","E",3,3,"[2,[[2,[1,[3]]]]]","srvtmts","kvsm","tr","false"
"1590","A20","E",3,3,"[0,[[0,1],[1]]]","krkkvtv","kvsm","tr","false"
"1591","A20","E",3,3,"[3,[0,[[1,1]]]]","mrktvkv","kvsm","tr","false"
"1592","A20","E",3,3,"[0,[[3,[2]],[2]]]","krmtsts","kvsm","tr","false"
"1593","A20","E",3,3,"[[0,[1,2]],[3]]","kkvkstm","kvsm","tr","false"
"1594","A20","E",3,3,"[[[2,[1]],[3]],[2]]","stvtmts","kvsm","tr","false"
"1595","A20","E",3,3,"[3,[[3,[0,[3]]]]]","ktmrmtm","kvsm","tr","false"
"1596","A20","E",3,3,"[[0,[2,[0]]],[1]]","stkrktv","kvsm","tr","false"
"1597","A20","E",3,3,"[1,[[[0,1],[3]]]]","vtkkvtm","kvsm","tr","false"
"1598","A20","E",3,3,"[[[1,3],1],1]","vkmkvkv","kvsm","tr","false"
"1599","A20","E",3,3,"[[[1,1],2],1]","vkvkskv","kvsm","tr","false"
"1640","A21","J",9,0,"0","k","ktsm","vr","true"
"1641","A21","J",9,0,"1","t","ktsm","vr","true"
"1642","A21","J",9,0,"2","s","ktsm","vr","true"
"1643","A21","J",9,0,"3","m","ktsm","vr","true"
"1644","A21","J",9,1,"[1,3]","mvs","ktsm","vr","true"
"1645","A21","J",9,1,"[1,[1]]","rtt","ktsm","vr","true"
"1646","A21","J",9,1,"[2,3]","svm","ktsm","vr","true"
"1647","A21","J",9,1,"[0,2]","kvs","ktsm","vr","true"
"1648","A21","J",9,1,"[1,2]","tvs","ktsm","vr","true"
"1649","A21","J",9,1,"[1,[3]]","rms","ktsm","vr","true"
"1650","A21","J",9,1,"[2,[0]]","rsk","ktsm","vr","true"
"1651","A21","J",9,1,"[3,[2]]","rst","ktsm","vr","true"
"1652","A21","J",9,1,"[2,0]","svk","ktsm","vr","false"
"1653","A21","J",9,1,"[0,1]","kvm","ktsm","vr","false"
"1654","A21","J",9,1,"[2,[2]]","rss","ktsm","vr","false"
"1655","A21","J",9,1,"[2,2]","svs","ktsm","vr","false"
"1656","A21","J",9,2,"[[1,[2]],0]","rmsvk","ktsm","vr","true"
"1657","A21","J",9,2,"[[3,[2]],1]","rtsvm","ktsm","vr","true"
"1658","A21","J",9,2,"[0,[[1,[3]]]]","rkmst","ktsm","vr","true"
"1659","A21","J",9,2,"[[1,3],2]","tvmvs","ktsm","vr","true"
"1660","A21","J",9,2,"[1,[[0,[2]]]]","rmksv","ktsm","vr","true"
"1661","A21","J",9,2,"[1,[3,[0]]]","mvskr","ktsm","vr","true"
"1662","A21","J",9,2,"[[0,[0]],1]","kkvtr","ktsm","vr","true"
"1663","A21","J",9,2,"[[1,1],[3]]","rmmvs","ktsm","vr","true"
"1664","A21","J",9,2,"[1,[2,[2]]]","rmvss","ktsm","vr","false"
"1665","A21","J",9,2,"[3,[[0,[0]]]]","trkkv","ktsm","vr","false"
"1666","A21","J",9,2,"[[3,[3]],[2]]","rttvs","ktsm","vr","false"
"1667","A21","J",9,2,"[1,[3,3]]","rmvtt","ktsm","vr","false"
"1668","A21","J",9,3,"[0,[[[2,[1]],0]]]","rksmvkr","ktsm","vr","false"
"1669","A21","J",9,3,"[2,[[2,[1,[3]]]]]","rssvmtt","ktsm","vr","false"
"1670","A21","J",9,3,"[0,[[0,1],[1]]]","rkvkmrm","ktsm","vr","false"
"1671","A21","J",9,3,"[3,[0,[[1,1]]]]","rsvkrmm","ktsm","vr","false"
"1672","A21","J",9,3,"[0,[[3,[2]],[2]]]","rkvtrss","ktsm","vr","false"
"1673","A21","J",9,3,"[[0,[1,2]],[3]]","rkmsrtv","ktsm","vr","false"
"1674","A21","J",9,3,"[[[2,[1]],[3]],[2]]","rsmtsvr","ktsm","vr","false"
"1675","A21","J",9,3,"[3,[[3,[0,[3]]]]]","rtrtvkr","ktsm","vr","false"
"1676","A21","J",9,3,"[[0,[2,[0]]],[1]]","kvskrtv","ktsm","vr","false"
"1677","A21","J",9,3,"[1,[[[0,1],[3]]]]","rmkvmrs","ktsm","vr","false"
"1678","A21","J",9,3,"[[[1,3],1],1]","mvtvmmv","ktsm","vr","false"
"1679","A21","J",9,3,"[[[1,1],2],1]","mvmvsvm","ktsm","vr","false"
"1720","A22","C",4,0,"0","k","ktsv","mr","true"
"1721","A22","C",4,0,"1","t","ktsv","mr","true"
"1722","A22","C",4,0,"2","s","ktsv","mr","true"
"1723","A22","C",4,0,"3","v","ktsv","mr","true"
"1724","A22","C",4,1,"[1,3]","tmv","ktsv","mr","true"
"1725","A22","C",4,1,"[1,[1]]","trt","ktsv","mr","true"
"1726","A22","C",4,1,"[2,3]","smv","ktsv","mr","true"
"1727","A22","C",4,1,"[0,2]","kms","ktsv","mr","true"
"1728","A22","C",4,1,"[1,2]","tms","ktsv","mr","true"
"1729","A22","C",4,1,"[1,[3]]","vrt","ktsv","mr","true"
"1730","A22","C",4,1,"[2,[0]]","krs","ktsv","mr","true"
"1731","A22","C",4,1,"[3,[2]]","vrs","ktsv","mr","true"
"1732","A22","C",4,1,"[2,0]","smk","ktsv","mr","false"
"1733","A22","C",4,1,"[0,1]","kmt","ktsv","mr","false"
"1734","A22","C",4,1,"[2,[2]]","srs","ktsv","mr","false"
"1735","A22","C",4,1,"[2,2]","sms","ktsv","mr","false"
"1736","A22","C",4,2,"[[1,[2]],0]","trsmk","ktsv","mr","true"
"1737","A22","C",4,2,"[[3,[2]],1]","vrsmt","ktsv","mr","true"
"1738","A22","C",4,2,"[0,[[1,[3]]]]","krtrv","ktsv","mr","true"
"1739","A22","C",4,2,"[[1,3],2]","tmvms","ktsv","mr","true"
"1740","A22","C",4,2,"[1,[[0,[2]]]]","trkrs","ktsv","mr","true"
"1741","A22","C",4,2,"[1,[3,[0]]]","vrkmt","ktsv","mr","true"
"1742","A22","C",4,2,"[[0,[0]],1]","krkmt","ktsv","mr","true"
"1743","A22","C",4,2,"[[1,1],[3]]","trtmv","ktsv","mr","true"
"1744","A22","C",4,2,"[1,[2,[2]]]","srsmt","ktsv","mr","false"
"1745","A22","C",4,2,"[3,[[0,[0]]]]","vrkrk","ktsv","mr","false"
"1746","A22","C",4,2,"[[3,[3]],[2]]","vrvrs","ktsv","mr","false"
"1747","A22","C",4,2,"[1,[3,3]]","tmvrv","ktsv","mr","false"
"1748","A22","C",4,3,"[0,[[[2,[1]],0]]]","krkmsrt","ktsv","mr","false"
"1749","A22","C",4,3,"[2,[[2,[1,[3]]]]]","srsmtrv","ktsv","mr","false"
"1750","A22","C",4,3,"[0,[[0,1],[1]]]","kmkrtrt","ktsv","mr","false"
"1751","A22","C",4,3,"[3,[0,[[1,1]]]]","vmkrtmt","ktsv","mr","false"
"1752","A22","C",4,3,"[0,[[3,[2]],[2]]]","kmvrsrs","ktsv","mr","false"
"1753","A22","C",4,3,"[[0,[1,2]],[3]]","kmtmsrv","ktsv","mr","false"
"1754","A22","C",4,3,"[[[2,[1]],[3]],[2]]","srtrvrs","ktsv","mr","false"
"1755","A22","C",4,3,"[3,[[3,[0,[3]]]]]","vrvmvrk","ktsv","mr","false"
"1756","A22","C",4,3,"[[0,[2,[0]]],[1]]","kmkrsrt","ktsv","mr","false"
"1757","A22","C",4,3,"[1,[[[0,1],[3]]]]","trtmkrv","ktsv","mr","false"
"1758","A22","C",4,3,"[[[1,3],1],1]","trtmtmv","ktsv","mr","false"
"1759","A22","C",4,3,"[[[1,1],2],1]","tmtrtms","ktsv","mr","false"
"1800","A23","B",9,0,"0","t","tvsk","mr","true"
"1801","A23","B",9,0,"1","v","tvsk","mr","true"
"1802","A23","B",9,0,"2","s","tvsk","mr","true"
"1803","A23","B",9,0,"3","k","tvsk","mr","true"
"1804","A23","B",9,1,"[1,3]","vrk","tvsk","mr","true"
"1805","A23","B",9,1,"[1,[1]]","vmv","tvsk","mr","true"
"1806","A23","B",9,1,"[2,3]","vsr","tvsk","mr","true"
"1807","A23","B",9,1,"[0,2]","trs","tvsk","mr","true"
"1808","A23","B",9,1,"[1,2]","vrs","tvsk","mr","true"
"1809","A23","B",9,1,"[1,[3]]","vmk","tvsk","mr","true"
"1810","A23","B",9,1,"[2,[0]]","smt","tvsk","mr","true"
"1811","A23","B",9,1,"[3,[2]]","krs","tvsk","mr","true"
"1812","A23","B",9,1,"[2,0]","srt","tvsk","mr","false"
"1813","A23","B",9,1,"[0,1]","trv","tvsk","mr","false"
"1814","A23","B",9,1,"[2,[2]]","srs","tvsk","mr","false"
"1815","A23","B",9,1,"[2,2]","sms","tvsk","mr","false"
"1816","A23","B",9,2,"[[1,[2]],0]","vrsmt","tvsk","mr","true"
"1817","A23","B",9,2,"[[3,[2]],1]","krsmv","tvsk","mr","true"
