"","X","workerId","hitId","assignmentId","time","condition","chain","generation","level","trialType","nameTraining","arrayTraining","seenInTraining","inAmbig","choiceArray0","choiceArray1","choiceArray2","choiceArray3","correctChoiceNumber","participantChoiceNumber","participantText","compositionalAnswer","seenInTesting","conditionCE","conditionHeadN","correctLexicon","correctedAnswers","encodingCompositional","encodingCorrected","normedCorrectness","prepHorizGloss","prepVertGloss","consonants"
"1914",1914,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368045,"PreNomPostPos","none","blah",3,"write",NA,"[3,[[[3,[2]],3]]]","false","false",NA,NA,NA,NA,NA,NA,"makai","volsol moy kakan rae volsol rae volsol","false","branching","head final","sulsal tinkin kakan volsol rae moy","kakan","vmkrvrv","k",0.142857142857143,"X","X","stkv"
"1915",1915,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368051,"PreNomPostPos","none","blah",3,"write",NA,"[0,[[3,[[0,[3]]]]]]","false","false",NA,NA,NA,NA,NA,NA,"sulsol sulsol","volsol rae sulsal rae volsol rae sulsal","false","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal sulsal","vrsrvrs","ss",0.285714285714286,"X","X","stkv"
"1916",1916,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368060,"PreNomPostPos","none","blah",3,"write",NA,"[0,[[[1,2],[3]]]]","false","false",NA,NA,NA,NA,NA,NA,"sulsol tinkin makai","volsol rae kakan moy tinkin rae sulsal","false","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal tinkin kakan","vrkmtrs","stk",0.142857142857143,"X","X","stkv"
"1917",1917,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368070,"PreNomPostPos","none","blah",3,"write",NA,"[2,[[[1,[1]],[1]]]]","false","false",NA,NA,NA,NA,NA,NA,"makai tinkin tinkin tinkin","tinkin rae tinkin rae tinkin rae kakan","false","branching","head final","sulsal tinkin kakan volsol rae moy","kakan tinkin tinkin tinkin","trtrtrk","kttt",0.285714285714286,"X","X","stkv"
"1918",1918,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368078,"PreNomPostPos","none","blah",3,"write",NA,"[1,[[1,[3,[1]]]]]","false","false",NA,NA,NA,NA,NA,NA,"tinkin tinkin tinkin","tinkin rae volsol moy tinkin rae tinkin","false","branching","head final","sulsal tinkin kakan volsol rae moy","tinkin tinkin tinkin","trvmtrt","ttt",0.428571428571429,"X","X","stkv"
"1919",1919,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368084,"PreNomPostPos","none","blah",3,"write",NA,"[[0,[[3,[3]]]],2]","false","false",NA,NA,NA,NA,NA,NA,"sulsol makai","kakan moy volsol rae volsol rae sulsal","false","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal kakan","kmvrvrs","sk",0,"X","X","stkv"
"1920",1920,"A24","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","37C0GNLMHGA3W905ZDA9UEOKQHY6DW",1581368093,"PreNomPostPos","none","blah",3,"write",NA,"[0,[[1,[2,[3]]]]]","false","false",NA,NA,NA,NA,NA,NA,"sulsol tinkin makai","volsol rae kakan moy tinkin rae sulsal","false","branching","head final","sulsal tinkin kakan volsol rae moy","sulsal tinkin kakan","vrkmtrs","stk",0.142857142857143,"X","X","stkv"
"1961",1961,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581342810,"CEPost","none","blah",0,"write",NA,"0","true","false",NA,NA,NA,NA,NA,NA,"tuntul","tuntul","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","tuntul","t","t",1,"N","E","tvsk"
"1962",1962,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581342821,"CEPost","none","blah",0,"write",NA,"1","true","false",NA,NA,NA,NA,NA,NA,"vinkin","vinkin","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","vinkin","v","v",1,"N","E","tvsk"
"1963",1963,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581342833,"CEPost","none","blah",0,"write",NA,"2","true","false",NA,NA,NA,NA,NA,NA,"sosi","sosi","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","sosi","s","s",1,"N","E","tvsk"
"1964",1964,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581342842,"CEPost","none","blah",0,"write",NA,"3","true","false",NA,NA,NA,NA,NA,NA,"kanka","kanka","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka","k","k",1,"N","E","tvsk"
"1965",1965,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581342888,"CEPost","none","blah",1,"write",NA,"[0,2]","true","false",NA,NA,NA,NA,NA,NA,"tuntul sosi moy","tuntul sosi moy","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","tuntul sosi moy","tsm","tsm",1,"N","E","tvsk"
"1966",1966,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581342927,"CEPost","none","blah",1,"write",NA,"[2,[0]]","false","false",NA,NA,NA,NA,NA,NA,"sesi tuntul rae","sosi tuntul rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","sosi tuntul rae","str","str",1,"N","E","tvsk"
"1967",1967,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581342939,"CEPost","none","blah",1,"write",NA,"[2,[2]]","false","false",NA,NA,NA,NA,NA,NA,"sesi sesi rae","sosi sosi rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","sosi sosi rae","ssr","ssr",1,"N","E","tvsk"
"1968",1968,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581342957,"CEPost","none","blah",1,"write",NA,"[3,[2]]","false","false",NA,NA,NA,NA,NA,NA,"kanka sesi rae","kanka sosi rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka sosi rae","ksr","ksr",1,"N","E","tvsk"
"1969",1969,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581342971,"CEPost","none","blah",1,"write",NA,"[1,[0]]","true","false",NA,NA,NA,NA,NA,NA,"vinkin tuntul rae","vinkin tuntul rae","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","vinkin tuntul rae","vtr","vtr",1,"N","E","tvsk"
"1970",1970,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581342980,"CEPost","none","blah",1,"write",NA,"[0,[1]]","true","false",NA,NA,NA,NA,NA,NA,"tuntul vinkin rae","tuntul vinkin rae","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","tuntul vinkin rae","tvr","tvr",1,"N","E","tvsk"
"1971",1971,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581342992,"CEPost","none","blah",1,"write",NA,"[3,[1]]","true","false",NA,NA,NA,NA,NA,NA,"kanka vinkin rae","kanka vinkin rae","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka vinkin rae","kvr","kvr",1,"N","E","tvsk"
"1972",1972,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343008,"CEPost","none","blah",1,"write",NA,"[0,[0]]","true","false",NA,NA,NA,NA,NA,NA,"tuntil tuntul rae","tuntul tuntul rae","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","tuntul tuntul rae","ttr","ttr",1,"N","E","tvsk"
"1973",1973,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343020,"CEPost","none","blah",1,"write",NA,"[3,3]","false","false",NA,NA,NA,NA,NA,NA,"kanka kanka rae","kanka kanka moy","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka kanka rae","kkm","kkr",0.666666666666667,"N","E","tvsk"
"1974",1974,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343036,"CEPost","none","blah",1,"write",NA,"[3,1]","true","false",NA,NA,NA,NA,NA,NA,"kanka vinkin moy","kanka vinkin moy","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka vinkin moy","kvm","kvm",1,"N","E","tvsk"
"1975",1975,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343046,"CEPost","none","blah",1,"write",NA,"[2,[3]]","true","false",NA,NA,NA,NA,NA,NA,"sesi vinkin rae","sosi kanka rae","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","sosi vinkin rae","skr","svr",0.666666666666667,"N","E","tvsk"
"1976",1976,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343057,"CEPost","none","blah",1,"write",NA,"[3,[3]]","true","false",NA,NA,NA,NA,NA,NA,"vinkin vinkin rae","kanka kanka rae","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","vinkin vinkin rae","kkr","vvr",0.333333333333333,"N","E","tvsk"
"1977",1977,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343134,"CEPost","none","blah",2,"write",NA,"[[1,2],3]","false","false",NA,NA,NA,NA,NA,NA,"vinkin sesi kanka moy","vinkin sosi kanka moy moy","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","vinkin sosi kanka moy","vskmm","vskm",0.8,"N","E","tvsk"
"1978",1978,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343143,"CEPost","none","blah",2,"write",NA,"[[1,2],2]","true","false",NA,NA,NA,NA,NA,NA,"vinkin sesi sesi moy","vinkin sosi sosi moy moy","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","vinkin sosi sosi moy","vssmm","vssm",0.8,"N","E","tvsk"
"1979",1979,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343170,"CEPost","none","blah",2,"write",NA,"[0,[[1,3]]]","false","true",NA,NA,NA,NA,NA,NA,"tuntul vinkin kanka rae moy","tuntul vinkin kanka moy rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","tuntul vinkin kanka rae moy","tvkmr","tvkrm",0.8,"N","E","tvsk"
"1980",1980,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343179,"CEPost","none","blah",2,"write",NA,"[[1,1],2]","true","false",NA,NA,NA,NA,NA,NA,"vinkin vinkin sesi moy","vinkin vinkin sosi moy moy","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","vinkin vinkin sosi moy","vvsmm","vvsm",0.8,"N","E","tvsk"
"1981",1981,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343203,"CEPost","none","blah",2,"write",NA,"[0,[[1,[0]]]]","false","false",NA,NA,NA,NA,NA,NA,"tuntul vinkin tuntul rae rae","tuntul vinkin tuntul rae rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","tuntul vinkin tuntul rae rae","tvtrr","tvtrr",1,"N","E","tvsk"
"1982",1982,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343217,"CEPost","none","blah",2,"write",NA,"[2,[2,3]]","true","false",NA,NA,NA,NA,NA,NA,"sesi sesi kanka moy moy","sosi sosi kanka moy moy","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","sosi sosi kanka moy moy","sskmm","sskmm",1,"N","E","tvsk"
"1983",1983,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343246,"CEPost","none","blah",2,"write",NA,"[[0,[1]],3]","false","true",NA,NA,NA,NA,NA,NA,"kanka vinkin kanka moy rae","tuntul vinkin kanka moy rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka vinkin kanka moy rae","tvkmr","kvkmr",0.8,"N","E","tvsk"
"1984",1984,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343260,"CEPost","none","blah",2,"write",NA,"[[3,[2]],[1]]","true","false",NA,NA,NA,NA,NA,NA,"kanka sesi vinkin rae rae","kanka sosi vinkin rae rae","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka sosi vinkin rae rae","ksvrr","ksvrr",1,"N","E","tvsk"
"1985",1985,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343279,"CEPost","none","blah",2,"write",NA,"[3,[[1,[0]]]]","true","false",NA,NA,NA,NA,NA,NA,"kanka vinkin kanka rae rae","kanka vinkin tuntul rae rae","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka vinkin kanka rae rae","kvtrr","kvkrr",0.8,"N","E","tvsk"
"1986",1986,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343292,"CEPost","none","blah",2,"write",NA,"[3,[[3,[0]]]]","true","false",NA,NA,NA,NA,NA,NA,"kanka kanka vinkin rae rae","kanka kanka tuntul rae rae","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka kanka vinkin rae rae","kktrr","kkvrr",0.8,"N","E","tvsk"
"1987",1987,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343315,"CEPost","none","blah",2,"write",NA,"[[1,[1]],1]","true","false",NA,NA,NA,NA,NA,NA,"vinkin vinkin vinkin moy rae","vinkin vinkin vinkin moy rae","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","vinkin vinkin vinkin moy rae","vvvmr","vvvmr",1,"N","E","tvsk"
"1988",1988,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343335,"CEPost","none","blah",2,"write",NA,"[[1,[3]],3]","true","false",NA,NA,NA,NA,NA,NA,"vinkin kanka kanka moy rae","vinkin kanka kanka moy rae","true","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","vinkin kanka kanka moy rae","vkkmr","vkkmr",1,"N","E","tvsk"
"1989",1989,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343364,"CEPost","none","blah",3,"write",NA,"[[[3,1],2],[3]]","false","false",NA,NA,NA,NA,NA,NA,"kanka vinkin sesi kanka moy rae","kanka vinkin sosi kanka rae moy moy","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka vinkin sosi kanka moy rae","kvskrmm","kvskmr",0.714285714285714,"N","E","tvsk"
"1990",1990,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343403,"CEPost","none","blah",3,"write",NA,"[0,[[[1,2],3]]]","false","false",NA,NA,NA,NA,NA,NA,"tuntul vinkin sesi kanka rae moy","tuntul vinkin sosi kanka moy moy rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","tuntul vinkin sosi kanka rae moy","tvskmmr","tvskrm",0.714285714285714,"N","E","tvsk"
"1991",1991,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343436,"CEPost","none","blah",3,"write",NA,"[[[1,2],0],3]","false","false",NA,NA,NA,NA,NA,NA,"vinkin sesi tuntul kanka moy moy","vinkin sosi tuntul kanka moy moy moy","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","vinkin sosi tuntul kanka moy moy","vstkmmm","vstkmm",0.857142857142857,"N","E","tvsk"
"1992",1992,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343458,"CEPost","none","blah",3,"write",NA,"[[[3,1],[0]],0]","false","false",NA,NA,NA,NA,NA,NA,"kanka vinkin tuntul tuntul rae rae moy moy","kanka vinkin tuntul tuntul moy rae moy","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka vinkin tuntul tuntul rae rae moy moy","kvttmrm","kvttrrmm",0.75,"N","E","tvsk"
"1993",1993,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343478,"CEPost","none","blah",3,"write",NA,"[[[0,[1]],2],3]","false","false",NA,NA,NA,NA,NA,NA,"tuntul vinkin sesi kanka rae rae moy moy","tuntul vinkin sosi kanka moy moy rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","tuntul vinkin sosi kanka rae rae moy moy","tvskmmr","tvskrrmm",0.625,"N","E","tvsk"
"1994",1994,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343498,"CEPost","none","blah",3,"write",NA,"[[0,[0,2]],1]","false","false",NA,NA,NA,NA,NA,NA,"tuntul tuntul sesi vinkin moy moy moy moy","tuntul tuntul sosi vinkin moy moy moy","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","tuntul tuntul sosi vinkin moy moy moy moy","ttsvmmm","ttsvmmmm",0.875,"N","E","tvsk"
"1995",1995,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343527,"CEPost","none","blah",3,"write",NA,"[[[3,[1]],0],[3]]","false","false",NA,NA,NA,NA,NA,NA,"kanka vinkin tuntul kanka rae rae moy moy","kanka vinkin tuntul kanka rae moy rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka vinkin tuntul kanka rae rae moy moy","kvtkrmr","kvtkrrmm",0.75,"N","E","tvsk"
"1996",1996,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343546,"CEPost","none","blah",3,"write",NA,"[2,[[[0,[3]],[0]]]]","false","false",NA,NA,NA,NA,NA,NA,"sesi tuntul kanka tuntul rae rae rae rae","sosi tuntul kanka tuntul rae rae rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","sosi tuntul kanka tuntul rae rae rae rae","stktrrr","stktrrrr",0.875,"N","E","tvsk"
"1997",1997,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343565,"CEPost","none","blah",3,"write",NA,"[2,[3,[3,2]]]","false","false",NA,NA,NA,NA,NA,NA,"sesi kanka kanka sesi moy moy moy moy","sosi kanka kanka sosi moy moy moy","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","sosi kanka kanka sosi moy moy moy moy","skksmmm","skksmmmm",0.875,"N","E","tvsk"
"1998",1998,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343604,"CEPost","none","blah",3,"write",NA,"[[3,[3,[3]]],1]","false","false",NA,NA,NA,NA,NA,NA,"kanka kanka kanka vinkin moy rae moy moy","kanka kanka kanka vinkin moy rae moy","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","kanka kanka kanka vinkin moy rae moy moy","kkkvmrm","kkkvmrmm",0.875,"N","E","tvsk"
"1999",1999,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343631,"CEPost","none","blah",3,"write",NA,"[[[0,[0]],[0]],[3]]","false","false",NA,NA,NA,NA,NA,NA,"tuntul tuntul tuntul vinkin rae rae rae raee","tuntul tuntul tuntul kanka rae rae rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","tuntul tuntul tuntul vinkin rae rae rae rae","tttkrrr","tttvrrrr",0.75,"N","E","tvsk"
"2000",2000,"A25","32K26U12DNVMOFHDAJDFIM8WMG0VD0","33L7PJKHCH5XHCFQEI7MJW2XZXHT8R",1581343649,"CEPost","none","blah",3,"write",NA,"[[0,[[1,2]]],3]","false","false",NA,NA,NA,NA,NA,NA,"tuntul vinkin sesi tuntul rae rae moy moy","tuntul vinkin sosi kanka moy moy rae","false","center-embedding","head initial","tuntul vinkin sosi kanka rae moy","tuntul vinkin sosi tuntul rae rae moy moy","tvskmmr","tvstrrmm",0.5,"N","E","tvsk"
"2041",2041,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369509,"CEPre","none","blah",0,"write",NA,"0","true","false",NA,NA,NA,NA,NA,NA,"tantul","tuntul","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","tuntul","t","t",1,"N","A","tvsk"
"2042",2042,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369517,"CEPre","none","blah",0,"write",NA,"1","true","false",NA,NA,NA,NA,NA,NA,"vincin","vinkin","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","vinkin","v","v",1,"N","A","tvsk"
"2043",2043,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369521,"CEPre","none","blah",0,"write",NA,"2","true","false",NA,NA,NA,NA,NA,NA,"sosi","sosi","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","sosi","s","s",1,"N","A","tvsk"
"2044",2044,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369525,"CEPre","none","blah",0,"write",NA,"3","true","false",NA,NA,NA,NA,NA,NA,"kanka","kanka","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","kanka","k","k",1,"N","A","tvsk"
"2045",2045,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369536,"CEPre","none","blah",1,"write",NA,"[1,[2]]","true","false",NA,NA,NA,NA,NA,NA,"rae vincin sosi","rae sosi vinkin","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","rae vinkin sosi","rsv","rvs",0.666666666666667,"N","A","tvsk"
"2046",2046,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369548,"CEPre","none","blah",1,"write",NA,"[0,[0]]","true","false",NA,NA,NA,NA,NA,NA,"rae tantul tantul","rae tuntul tuntul","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","rae tuntul tuntul","rtt","rtt",1,"N","A","tvsk"
"2047",2047,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369557,"CEPre","none","blah",1,"write",NA,"[0,1]","true","false",NA,NA,NA,NA,NA,NA,"moy tantul vincin","moy vinkin tuntul","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","moy tuntul vinkin","mvt","mtv",0.666666666666667,"N","A","tvsk"
"2048",2048,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369577,"CEPre","none","blah",1,"write",NA,"[1,2]","false","false",NA,NA,NA,NA,NA,NA,"moy vincin sosi","moy sosi vinkin","false","center-embedding","head final","tuntul vinkin sosi kanka rae moy","moy vinkin sosi","msv","mvs",0.666666666666667,"N","A","tvsk"
"2049",2049,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369592,"CEPre","none","blah",1,"write",NA,"[0,[1]]","true","false",NA,NA,NA,NA,NA,NA,"rae tantul vincin","rae vinkin tuntul","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","rae tuntul vinkin","rvt","rtv",0.666666666666667,"N","A","tvsk"
"2050",2050,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369600,"CEPre","none","blah",1,"write",NA,"[2,2]","false","false",NA,NA,NA,NA,NA,NA,"moy sosi sosi","moy sosi sosi","false","center-embedding","head final","tuntul vinkin sosi kanka rae moy","moy sosi sosi","mss","mss",1,"N","A","tvsk"
"2051",2051,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369610,"CEPre","none","blah",1,"write",NA,"[1,3]","true","false",NA,NA,NA,NA,NA,NA,"moy vincin kanka","moy kanka vinkin","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","moy vinkin kanka","mkv","mvk",0.666666666666667,"N","A","tvsk"
"2052",2052,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369624,"CEPre","none","blah",1,"write",NA,"[2,0]","false","false",NA,NA,NA,NA,NA,NA,"moy sosi tantul","moy tuntul sosi","false","center-embedding","head final","tuntul vinkin sosi kanka rae moy","moy sosi tuntul","mts","mst",0.666666666666667,"N","A","tvsk"
"2053",2053,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369635,"CEPre","none","blah",1,"write",NA,"[1,[3]]","true","false",NA,NA,NA,NA,NA,NA,"rae vincin kanka","rae kanka vinkin","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","rae vinkin kanka","rkv","rvk",0.666666666666667,"N","A","tvsk"
"2054",2054,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369644,"CEPre","none","blah",1,"write",NA,"[3,[3]]","true","false",NA,NA,NA,NA,NA,NA,"rae kanka kanka","rae kanka kanka","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","rae kanka kanka","rkk","rkk",1,"N","A","tvsk"
"2055",2055,"A26","3KWGG5KP6J9TT0HQWVHDBK71ANWCMK","3X08E93BHWP4B0LQPQ2VO8ES9VB664",1581369654,"CEPre","none","blah",1,"write",NA,"[0,[3]]","true","false",NA,NA,NA,NA,NA,NA,"rae tantul kanka","rae kanka tuntul","true","center-embedding","head final","tuntul vinkin sosi kanka rae moy","rae tuntul kanka","rkt","rtk",0.666666666666667,"N","A","tvsk"
